condition,epoch,window,observable,k,metric,value
rho2_eta2_tau20_eeon,100,exec,jpca,4,freq_hz,0.04771328055672303
rho2_eta2_tau20_eeon,100,exec,jpca,4,direction_consistency,0.75
rho2_eta2_tau20_eeon,100,exec,jpca,4,mean_tangling,0.1132384457553995
rho2_eta2_tau20_eeon,100,exec,jpca,4,shuffle_r2_mean,0.015065912654488756
rho2_eta2_tau20_eeon,100,exec,jpca,4,shuffle_r2_std,0.011058085423017847
rho2_eta2_tau20_eeon,100,exec,jpca,4,r2_above_shuffle,-0.012626306706302604
rho2_eta2_tau20_eeon,100,exec,jpca,6,r2_skew,0.022136345324553997
rho2_eta2_tau20_eeon,100,exec,jpca,6,r2_full,0.029453433507827143
rho2_eta2_tau20_eeon,100,exec,jpca,6,omega_rad_per_bin,0.020821661362292125
rho2_eta2_tau20_eeon,100,exec,jpca,6,freq_hz,0.33138703291943195
rho2_eta2_tau20_eeon,100,exec,jpca,6,direction_consistency,1.0
rho2_eta2_tau20_eeon,100,exec,jpca,6,mean_tangling,0.11490771169420166
rho2_eta2_tau20_eeon,100,exec,jpca,6,shuffle_r2_mean,0.04719270464090232
rho2_eta2_tau20_eeon,100,exec,jpca,6,shuffle_r2_std,0.032420143853711066
rho2_eta2_tau20_eeon,100,exec,jpca,6,r2_above_shuffle,-0.025056359316348323
rho2_eta2_tau20_eeon,100,exec,jpca,10,r2_skew,0.09984692567078068
rho2_eta2_tau20_eeon,100,exec,jpca,10,r2_full,0.10677950912352518
rho2_eta2_tau20_eeon,100,exec,jpca,10,omega_rad_per_bin,0.06378389152110742
rho2_eta2_tau20_eeon,100,exec,jpca,10,freq_hz,1.0151521625221478
rho2_eta2_tau20_eeon,100,exec,jpca,10,direction_consistency,0.875
rho2_eta2_tau20_eeon,100,exec,jpca,10,mean_tangling,0.08946176556737011
rho2_eta2_tau20_eeon,100,exec,jpca,10,shuffle_r2_mean,0.10639786730173721
rho2_eta2_tau20_eeon,100,exec,jpca,10,shuffle_r2_std,0.028004560658898857
rho2_eta2_tau20_eeon,100,exec,jpca,10,r2_above_shuffle,-0.006550941630956528
rho2_eta2_tau20_eeon,100,prep_vs_exec,orthogonality,6,mean_angle_deg,53.37322650411806
rho2_eta2_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho2_eta2_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho2_eta2_tau20_eeon,100,prep_vs_exec,orthogonality,6,z_vs_null,-60.06100067102432
rho2_eta2_tau20_eeon,100,prep,cv_stability,6,fold_subspace_angle_deg,66.67669961877178
rho2_eta2_tau20_eeon,100,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho2_eta2_tau20_eeon,100,exec,cv_stability,6,fold_subspace_angle_deg,59.412742474737264
rho2_eta2_tau20_eeon,100,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,0,prep,pr,,participation_ratio,11.943416234865964
rho3_eta0.5_tau20_eeon,0,exec,pr,,participation_ratio,8.06239863946708
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,r2_skew,0.0007744459979606155
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,r2_full,0.010830860015436539
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,omega_rad_per_bin,0.0010945897099666427
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,freq_hz,0.017420936299871525
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,direction_consistency,0.625
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,mean_tangling,0.07795804789602886
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,shuffle_r2_mean,0.003415471535284853
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,shuffle_r2_std,0.0013583526059240834
rho3_eta0.5_tau20_eeon,0,exec,jpca,4,r2_above_shuffle,-0.0026410255373242376
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,r2_skew,0.0035460143861716364
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,r2_full,0.012535080214085115
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,omega_rad_per_bin,0.003391629168278946
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,freq_hz,0.0539794547266248
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,direction_consistency,0.875
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,mean_tangling,0.08031233795037473
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,shuffle_r2_mean,0.011749143533374851
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,shuffle_r2_std,0.001984276016498957
rho3_eta0.5_tau20_eeon,0,exec,jpca,6,r2_above_shuffle,-0.008203129147203215
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,r2_skew,0.02816013257062233
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,r2_full,0.03957510754245985
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,omega_rad_per_bin,0.022472614062193346
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,freq_hz,0.3576627612194509
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,direction_consistency,1.0
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,mean_tangling,0.0734603677797639
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,shuffle_r2_mean,0.08546540737768285
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,shuffle_r2_std,0.027430123597283043
rho3_eta0.5_tau20_eeon,0,exec,jpca,10,r2_above_shuffle,-0.05730527480706052
rho3_eta0.5_tau20_eeon,0,prep_vs_exec,orthogonality,6,mean_angle_deg,34.03143203346086
rho3_eta0.5_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta0.5_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta0.5_tau20_eeon,0,prep_vs_exec,orthogonality,6,z_vs_null,-95.83892514031426
rho3_eta0.5_tau20_eeon,0,prep,cv_stability,6,fold_subspace_angle_deg,52.34783356868384
rho3_eta0.5_tau20_eeon,0,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,0,exec,cv_stability,6,fold_subspace_angle_deg,45.139707412800604
rho3_eta0.5_tau20_eeon,0,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,50,prep,pr,,participation_ratio,17.14208782683909
rho3_eta0.5_tau20_eeon,50,exec,pr,,participation_ratio,11.376875094304076
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,r2_skew,0.0017233280416959484
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,r2_full,0.010090589542388506
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,omega_rad_per_bin,0.0016574151781902572
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,freq_hz,0.026378581836451396
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,direction_consistency,0.875
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,mean_tangling,0.07473020952405894
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,shuffle_r2_mean,0.008187065525968661
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,shuffle_r2_std,0.006060049512979008
rho3_eta0.5_tau20_eeon,50,exec,jpca,4,r2_above_shuffle,-0.006463737484272713
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,r2_skew,0.0025538811432092023
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,r2_full,0.011193764216596347
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,omega_rad_per_bin,0.0027908709326754997
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,freq_hz,0.0444180904466794
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,direction_consistency,0.75
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,mean_tangling,0.07235851197492371
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,shuffle_r2_mean,0.02262128246132571
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,shuffle_r2_std,0.01191324857555253
rho3_eta0.5_tau20_eeon,50,exec,jpca,6,r2_above_shuffle,-0.020067401318116507
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,r2_skew,0.04934475261635951
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,r2_full,0.06112279007968191
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,omega_rad_per_bin,0.04385517569002609
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,freq_hz,0.6979767991231174
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,direction_consistency,1.0
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,mean_tangling,0.07227837445702606
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,shuffle_r2_mean,0.08573714058976162
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,shuffle_r2_std,0.023846320885802724
rho3_eta0.5_tau20_eeon,50,exec,jpca,10,r2_above_shuffle,-0.03639238797340211
rho3_eta0.5_tau20_eeon,50,prep_vs_exec,orthogonality,6,mean_angle_deg,39.60159119017565
rho3_eta0.5_tau20_eeon,50,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta0.5_tau20_eeon,50,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta0.5_tau20_eeon,50,prep_vs_exec,orthogonality,6,z_vs_null,-85.53539648410815
rho3_eta0.5_tau20_eeon,50,prep,cv_stability,6,fold_subspace_angle_deg,51.43482288226869
rho3_eta0.5_tau20_eeon,50,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,50,exec,cv_stability,6,fold_subspace_angle_deg,44.600933323885315
rho3_eta0.5_tau20_eeon,50,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,100,prep,pr,,participation_ratio,23.196800380083886
rho3_eta0.5_tau20_eeon,100,exec,pr,,participation_ratio,14.28109914674919
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,r2_skew,0.0021919648928742097
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,r2_full,0.009570001317996457
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,omega_rad_per_bin,0.0023592050938768894
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,freq_hz,0.0375479152458086
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,direction_consistency,0.875
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,mean_tangling,0.1022524564599707
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,shuffle_r2_mean,0.011342754636365415
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,shuffle_r2_std,0.00842411170954305
rho3_eta0.5_tau20_eeon,100,exec,jpca,4,r2_above_shuffle,-0.009150789743491206
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,r2_skew,0.007025103686786438
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,r2_full,0.012692480757865887
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,omega_rad_per_bin,0.0064781924581440555
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,freq_hz,0.10310363520142628
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,direction_consistency,0.875
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,mean_tangling,0.08836878278728177
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,shuffle_r2_mean,0.030182031351372773
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,shuffle_r2_std,0.02317411430546554
rho3_eta0.5_tau20_eeon,100,exec,jpca,6,r2_above_shuffle,-0.023156927664586335
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,r2_skew,0.09431143843554746
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,r2_full,0.10377132002581668
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,omega_rad_per_bin,0.0765642539742006
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,freq_hz,1.2185579484137317
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,direction_consistency,0.875
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,mean_tangling,0.0864253490803024
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,shuffle_r2_mean,0.09140007950677867
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,shuffle_r2_std,0.019176043558553076
rho3_eta0.5_tau20_eeon,100,exec,jpca,10,r2_above_shuffle,0.002911358928768787
rho3_eta0.5_tau20_eeon,100,prep_vs_exec,orthogonality,6,mean_angle_deg,43.209651334353175
rho3_eta0.5_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta0.5_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta0.5_tau20_eeon,100,prep_vs_exec,orthogonality,6,z_vs_null,-78.86130512640732
rho3_eta0.5_tau20_eeon,100,prep,cv_stability,6,fold_subspace_angle_deg,54.75578948254726
rho3_eta0.5_tau20_eeon,100,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta0.5_tau20_eeon,100,exec,cv_stability,6,fold_subspace_angle_deg,47.92806124712081
rho3_eta0.5_tau20_eeon,100,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,0,prep,pr,,participation_ratio,12.591162131681383
rho3_eta1_tau20_eeon,0,exec,pr,,participation_ratio,9.037790047591372
rho3_eta1_tau20_eeon,0,exec,jpca,4,r2_skew,0.0013640407984580882
rho3_eta1_tau20_eeon,0,exec,jpca,4,r2_full,0.016819868578790365
rho3_eta1_tau20_eeon,0,exec,jpca,4,omega_rad_per_bin,0.001331053689000923
rho3_eta1_tau20_eeon,0,exec,jpca,4,freq_hz,0.021184377412519925
rho3_eta1_tau20_eeon,0,exec,jpca,4,direction_consistency,0.75
rho3_eta1_tau20_eeon,0,exec,jpca,4,mean_tangling,0.08584461767763892
rho3_eta1_tau20_eeon,0,exec,jpca,4,shuffle_r2_mean,0.0061284664992834244
rho3_eta1_tau20_eeon,0,exec,jpca,4,shuffle_r2_std,0.002220588998466575
rho3_eta1_tau20_eeon,0,exec,jpca,4,r2_above_shuffle,-0.004764425700825336
rho3_eta1_tau20_eeon,0,exec,jpca,6,r2_skew,0.0038251475373919375
rho3_eta1_tau20_eeon,0,exec,jpca,6,r2_full,0.01767463416825321
rho3_eta1_tau20_eeon,0,exec,jpca,6,omega_rad_per_bin,0.0038289394511803647
rho3_eta1_tau20_eeon,0,exec,jpca,6,freq_hz,0.060939464045492386
rho3_eta1_tau20_eeon,0,exec,jpca,6,direction_consistency,1.0
rho3_eta1_tau20_eeon,0,exec,jpca,6,mean_tangling,0.08434723829014916
rho3_eta1_tau20_eeon,0,exec,jpca,6,shuffle_r2_mean,0.019748386683137876
rho3_eta1_tau20_eeon,0,exec,jpca,6,shuffle_r2_std,0.009527089165600076
rho3_eta1_tau20_eeon,0,exec,jpca,6,r2_above_shuffle,-0.01592323914574594
rho3_eta1_tau20_eeon,0,exec,jpca,10,r2_skew,0.03818425468184239
rho3_eta1_tau20_eeon,0,exec,jpca,10,r2_full,0.05630674541664615
rho3_eta1_tau20_eeon,0,exec,jpca,10,omega_rad_per_bin,0.0272250424942047
rho3_eta1_tau20_eeon,0,exec,jpca,10,freq_hz,0.43330000888395814
rho3_eta1_tau20_eeon,0,exec,jpca,10,direction_consistency,0.875
rho3_eta1_tau20_eeon,0,exec,jpca,10,mean_tangling,0.06968132283444652
rho3_eta1_tau20_eeon,0,exec,jpca,10,shuffle_r2_mean,0.10252590157762795
rho3_eta1_tau20_eeon,0,exec,jpca,10,shuffle_r2_std,0.02935791945024162
rho3_eta1_tau20_eeon,0,exec,jpca,10,r2_above_shuffle,-0.06434164689578556
rho3_eta1_tau20_eeon,0,prep_vs_exec,orthogonality,6,mean_angle_deg,35.95077302966092
rho3_eta1_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta1_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta1_tau20_eeon,0,prep_vs_exec,orthogonality,6,z_vs_null,-92.28858045554188
rho3_eta1_tau20_eeon,0,prep,cv_stability,6,fold_subspace_angle_deg,52.639647517533696
rho3_eta1_tau20_eeon,0,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,0,exec,cv_stability,6,fold_subspace_angle_deg,45.73114964442097
rho3_eta1_tau20_eeon,0,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,50,prep,pr,,participation_ratio,23.866011730622514
rho3_eta1_tau20_eeon,50,exec,pr,,participation_ratio,16.645689019275974
rho3_eta1_tau20_eeon,50,exec,jpca,4,r2_skew,0.0006104888413491771
rho3_eta1_tau20_eeon,50,exec,jpca,4,r2_full,0.011551854484342261
rho3_eta1_tau20_eeon,50,exec,jpca,4,omega_rad_per_bin,0.001254718207159313
rho3_eta1_tau20_eeon,50,exec,jpca,4,freq_hz,0.019969460485680542
rho3_eta1_tau20_eeon,50,exec,jpca,4,direction_consistency,0.75
rho3_eta1_tau20_eeon,50,exec,jpca,4,mean_tangling,0.08511618634410646
rho3_eta1_tau20_eeon,50,exec,jpca,4,shuffle_r2_mean,0.006835327963433358
rho3_eta1_tau20_eeon,50,exec,jpca,4,shuffle_r2_std,0.006205504804765849
rho3_eta1_tau20_eeon,50,exec,jpca,4,r2_above_shuffle,-0.006224839122084181
rho3_eta1_tau20_eeon,50,exec,jpca,6,r2_skew,0.009073474926100777
rho3_eta1_tau20_eeon,50,exec,jpca,6,r2_full,0.017831546035775192
rho3_eta1_tau20_eeon,50,exec,jpca,6,omega_rad_per_bin,0.010131257839028025
rho3_eta1_tau20_eeon,50,exec,jpca,6,freq_hz,0.1612439764819824
rho3_eta1_tau20_eeon,50,exec,jpca,6,direction_consistency,0.875
rho3_eta1_tau20_eeon,50,exec,jpca,6,mean_tangling,0.08331293155027998
rho3_eta1_tau20_eeon,50,exec,jpca,6,shuffle_r2_mean,0.03815758791158237
rho3_eta1_tau20_eeon,50,exec,jpca,6,shuffle_r2_std,0.022103579790746154
rho3_eta1_tau20_eeon,50,exec,jpca,6,r2_above_shuffle,-0.029084112985481594
rho3_eta1_tau20_eeon,50,exec,jpca,10,r2_skew,0.05389654296698565
rho3_eta1_tau20_eeon,50,exec,jpca,10,r2_full,0.06237362010897496
rho3_eta1_tau20_eeon,50,exec,jpca,10,omega_rad_per_bin,0.04514973014491427
rho3_eta1_tau20_eeon,50,exec,jpca,10,freq_hz,0.7185802731828261
rho3_eta1_tau20_eeon,50,exec,jpca,10,direction_consistency,0.875
rho3_eta1_tau20_eeon,50,exec,jpca,10,mean_tangling,0.08431126057274525
rho3_eta1_tau20_eeon,50,exec,jpca,10,shuffle_r2_mean,0.09921986419200537
rho3_eta1_tau20_eeon,50,exec,jpca,10,shuffle_r2_std,0.02755276585373521
rho3_eta1_tau20_eeon,50,exec,jpca,10,r2_above_shuffle,-0.045323321225019725
rho3_eta1_tau20_eeon,50,prep_vs_exec,orthogonality,6,mean_angle_deg,44.0983819531958
rho3_eta1_tau20_eeon,50,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta1_tau20_eeon,50,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta1_tau20_eeon,50,prep_vs_exec,orthogonality,6,z_vs_null,-77.21735544000491
rho3_eta1_tau20_eeon,50,prep,cv_stability,6,fold_subspace_angle_deg,55.13713969405687
rho3_eta1_tau20_eeon,50,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,50,exec,cv_stability,6,fold_subspace_angle_deg,49.11210641741452
rho3_eta1_tau20_eeon,50,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,100,prep,pr,,participation_ratio,29.035773642111415
rho3_eta1_tau20_eeon,100,exec,pr,,participation_ratio,20.025857064508166
rho3_eta1_tau20_eeon,100,exec,jpca,4,r2_skew,0.001725391635741147
rho3_eta1_tau20_eeon,100,exec,jpca,4,r2_full,0.011623450844832961
rho3_eta1_tau20_eeon,100,exec,jpca,4,omega_rad_per_bin,0.002191341603459578
rho3_eta1_tau20_eeon,100,exec,jpca,4,freq_hz,0.034876284819351185
rho3_eta1_tau20_eeon,100,exec,jpca,4,direction_consistency,0.75
rho3_eta1_tau20_eeon,100,exec,jpca,4,mean_tangling,0.10854031994798709
rho3_eta1_tau20_eeon,100,exec,jpca,4,shuffle_r2_mean,0.011338777142598278
rho3_eta1_tau20_eeon,100,exec,jpca,4,shuffle_r2_std,0.007300435969708894
rho3_eta1_tau20_eeon,100,exec,jpca,4,r2_above_shuffle,-0.009613385506857131
rho3_eta1_tau20_eeon,100,exec,jpca,6,r2_skew,0.010108955420892962
rho3_eta1_tau20_eeon,100,exec,jpca,6,r2_full,0.01711224549707291
rho3_eta1_tau20_eeon,100,exec,jpca,6,omega_rad_per_bin,0.011534848450411136
rho3_eta1_tau20_eeon,100,exec,jpca,6,freq_hz,0.18358281486988215
rho3_eta1_tau20_eeon,100,exec,jpca,6,direction_consistency,0.625
rho3_eta1_tau20_eeon,100,exec,jpca,6,mean_tangling,0.0940177927167295
rho3_eta1_tau20_eeon,100,exec,jpca,6,shuffle_r2_mean,0.02684911776169835
rho3_eta1_tau20_eeon,100,exec,jpca,6,shuffle_r2_std,0.009766329476644112
rho3_eta1_tau20_eeon,100,exec,jpca,6,r2_above_shuffle,-0.016740162340805387
rho3_eta1_tau20_eeon,100,exec,jpca,10,r2_skew,0.0859644002190153
rho3_eta1_tau20_eeon,100,exec,jpca,10,r2_full,0.09410469520048714
rho3_eta1_tau20_eeon,100,exec,jpca,10,omega_rad_per_bin,0.07489639978350293
rho3_eta1_tau20_eeon,100,exec,jpca,10,freq_hz,1.1920132245331252
rho3_eta1_tau20_eeon,100,exec,jpca,10,direction_consistency,1.0
rho3_eta1_tau20_eeon,100,exec,jpca,10,mean_tangling,0.10337480916443424
rho3_eta1_tau20_eeon,100,exec,jpca,10,shuffle_r2_mean,0.10658840480901706
rho3_eta1_tau20_eeon,100,exec,jpca,10,shuffle_r2_std,0.031120260108231396
rho3_eta1_tau20_eeon,100,exec,jpca,10,r2_above_shuffle,-0.020624004590001757
rho3_eta1_tau20_eeon,100,prep_vs_exec,orthogonality,6,mean_angle_deg,47.57654034273705
rho3_eta1_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta1_tau20_eeon,100,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta1_tau20_eeon,100,prep_vs_exec,orthogonality,6,z_vs_null,-70.78355280902257
rho3_eta1_tau20_eeon,100,prep,cv_stability,6,fold_subspace_angle_deg,58.21692922139075
rho3_eta1_tau20_eeon,100,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta1_tau20_eeon,100,exec,cv_stability,6,fold_subspace_angle_deg,52.542514832646155
rho3_eta1_tau20_eeon,100,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta2_tau20_eeon,0,prep,pr,,participation_ratio,14.6269946164398
rho3_eta2_tau20_eeon,0,exec,pr,,participation_ratio,11.532517539425731
rho3_eta2_tau20_eeon,0,exec,jpca,4,r2_skew,0.0017266143671190726
rho3_eta2_tau20_eeon,0,exec,jpca,4,r2_full,0.027208825483637678
rho3_eta2_tau20_eeon,0,exec,jpca,4,omega_rad_per_bin,0.0019438161744027875
rho3_eta2_tau20_eeon,0,exec,jpca,4,freq_hz,0.030936795261818133
rho3_eta2_tau20_eeon,0,exec,jpca,4,direction_consistency,0.625
rho3_eta2_tau20_eeon,0,exec,jpca,4,mean_tangling,0.06820026354539509
rho3_eta2_tau20_eeon,0,exec,jpca,4,shuffle_r2_mean,0.00835329743543325
rho3_eta2_tau20_eeon,0,exec,jpca,4,shuffle_r2_std,0.004483763191863579
rho3_eta2_tau20_eeon,0,exec,jpca,4,r2_above_shuffle,-0.006626683068314177
rho3_eta2_tau20_eeon,0,exec,jpca,6,r2_skew,0.007102302971042418
rho3_eta2_tau20_eeon,0,exec,jpca,6,r2_full,0.029400241937748373
rho3_eta2_tau20_eeon,0,exec,jpca,6,omega_rad_per_bin,0.005929091639543208
rho3_eta2_tau20_eeon,0,exec,jpca,6,freq_hz,0.09436442424781318
rho3_eta2_tau20_eeon,0,exec,jpca,6,direction_consistency,0.875
rho3_eta2_tau20_eeon,0,exec,jpca,6,mean_tangling,0.06765951722189446
rho3_eta2_tau20_eeon,0,exec,jpca,6,shuffle_r2_mean,0.04573470281544858
rho3_eta2_tau20_eeon,0,exec,jpca,6,shuffle_r2_std,0.02858435940528359
rho3_eta2_tau20_eeon,0,exec,jpca,6,r2_above_shuffle,-0.03863239984440616
rho3_eta2_tau20_eeon,0,exec,jpca,10,r2_skew,0.06196516085011783
rho3_eta2_tau20_eeon,0,exec,jpca,10,r2_full,0.07894345512894596
rho3_eta2_tau20_eeon,0,exec,jpca,10,omega_rad_per_bin,0.05030523329981669
rho3_eta2_tau20_eeon,0,exec,jpca,10,freq_hz,0.8006326543056843
rho3_eta2_tau20_eeon,0,exec,jpca,10,direction_consistency,1.0
rho3_eta2_tau20_eeon,0,exec,jpca,10,mean_tangling,0.07384422437934507
rho3_eta2_tau20_eeon,0,exec,jpca,10,shuffle_r2_mean,0.10482237389037459
rho3_eta2_tau20_eeon,0,exec,jpca,10,shuffle_r2_std,0.028164223492323316
rho3_eta2_tau20_eeon,0,exec,jpca,10,r2_above_shuffle,-0.04285721304025676
rho3_eta2_tau20_eeon,0,prep_vs_exec,orthogonality,6,mean_angle_deg,40.19706980529296
rho3_eta2_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
rho3_eta2_tau20_eeon,0,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
rho3_eta2_tau20_eeon,0,prep_vs_exec,orthogonality,6,z_vs_null,-84.43389636491983
rho3_eta2_tau20_eeon,0,prep,cv_stability,6,fold_subspace_angle_deg,53.1245959332314
rho3_eta2_tau20_eeon,0,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta2_tau20_eeon,0,exec,cv_stability,6,fold_subspace_angle_deg,48.04552408162719
rho3_eta2_tau20_eeon,0,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
rho3_eta2_tau20_eeon,50,prep,pr,,participation_ratio,28.854381469301625
rho3_eta2_tau20_eeon,50,exec,pr,,participation_ratio,23.90257140216182
rho3_eta2_tau20_eeon,50,exec,jpca,4,r2_skew,0.0048637777360984735
rho3_eta2_tau20_eeon,50,exec,jpca,4,r2_full,0.020767878054171462
rho3_eta2_tau20_eeon,50,exec,jpca,4,omega_rad_per_bin,0.004235782459163074
rho3_eta2_tau20_eeon,50,exec,jpca,4,freq_hz,0.06741457162377476
rho3_eta2_tau20_eeon,50,exec,jpca,4,direction_consistency,1.0
rho3_eta2_tau20_eeon,50,exec,jpca,4,mean_tangling,0.08322250181429756
rho3_eta2_tau20_eeon,50,exec,jpca,4,shuffle_r2_mean,0.012743005538692643
rho3_eta2_tau20_eeon,50,exec,jpca,4,shuffle_r2_std,0.006706200881586056
rho3_eta2_tau20_eeon,50,exec,jpca,4,r2_above_shuffle,-0.007879227802594169
rho3_eta2_tau20_eeon,50,exec,jpca,6,r2_skew,0.007056691143850546
rho3_eta2_tau20_eeon,50,exec,jpca,6,r2_full,0.020445802570243088
rho3_eta2_tau20_eeon,50,exec,jpca,6,omega_rad_per_bin,0.008088328627351274
rho3_eta2_tau20_eeon,50,exec,jpca,6,freq_hz,0.128729748239464
