condition,epoch,window,observable,k,metric,value
istdp_only,50,exec,jpca,4,r2_skew,0.003520618879025439
istdp_only,50,exec,jpca,4,r2_full,0.014648992275279826
istdp_only,50,exec,jpca,4,omega_rad_per_bin,0.0031389802401969604
istdp_only,50,exec,jpca,4,freq_hz,0.049958422149513126
istdp_only,50,exec,jpca,4,direction_consistency,0.75
istdp_only,50,exec,jpca,4,mean_tangling,0.07916382285745982
istdp_only,50,exec,jpca,4,shuffle_r2_mean,0.007924742862023123
istdp_only,50,exec,jpca,4,shuffle_r2_std,0.005496444233591228
istdp_only,50,exec,jpca,4,r2_above_shuffle,-0.004404123982997684
istdp_only,50,exec,jpca,6,r2_skew,0.00472347984289101
istdp_only,50,exec,jpca,6,r2_full,0.013572020749641367
istdp_only,50,exec,jpca,6,omega_rad_per_bin,0.005156916927590335
istdp_only,50,exec,jpca,6,freq_hz,0.08207488201402716
istdp_only,50,exec,jpca,6,direction_consistency,0.875
istdp_only,50,exec,jpca,6,mean_tangling,0.08031312039823352
istdp_only,50,exec,jpca,6,shuffle_r2_mean,0.032389586285015
istdp_only,50,exec,jpca,6,shuffle_r2_std,0.017654997629603254
istdp_only,50,exec,jpca,6,r2_above_shuffle,-0.027666106442123993
istdp_only,50,exec,jpca,10,r2_skew,0.04422693469892991
istdp_only,50,exec,jpca,10,r2_full,0.055988222492567186
istdp_only,50,exec,jpca,10,omega_rad_per_bin,0.04498280770003218
istdp_only,50,exec,jpca,10,freq_hz,0.7159236199612293
istdp_only,50,exec,jpca,10,direction_consistency,0.5
istdp_only,50,exec,jpca,10,mean_tangling,0.08495302466676465
istdp_only,50,exec,jpca,10,shuffle_r2_mean,0.09407161065850142
istdp_only,50,exec,jpca,10,shuffle_r2_std,0.025941088500496437
istdp_only,50,exec,jpca,10,r2_above_shuffle,-0.04984467595957151
istdp_only,50,prep_vs_exec,orthogonality,6,mean_angle_deg,44.937811104207924
istdp_only,50,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
istdp_only,50,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
istdp_only,50,prep_vs_exec,orthogonality,6,z_vs_null,-75.66460226563972
istdp_only,50,prep,cv_stability,6,fold_subspace_angle_deg,54.47604600928825
istdp_only,50,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
istdp_only,50,exec,cv_stability,6,fold_subspace_angle_deg,50.90675607098709
istdp_only,50,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
istdp_only,100,prep,pr,,participation_ratio,29.628389761993123
istdp_only,100,exec,pr,,participation_ratio,19.857419348476242
istdp_only,100,exec,jpca,4,r2_skew,0.0017301072814732699
istdp_only,100,exec,jpca,4,r2_full,0.01109793367114087
istdp_only,100,exec,jpca,4,omega_rad_per_bin,0.002189004250734111
istdp_only,100,exec,jpca,4,freq_hz,0.03483908469535044
istdp_only,100,exec,jpca,4,direction_consistency,0.75
istdp_only,100,exec,jpca,4,mean_tangling,0.11042565601181109
istdp_only,100,exec,jpca,4,shuffle_r2_mean,0.015907761893502455
istdp_only,100,exec,jpca,4,shuffle_r2_std,0.00958917676366931
istdp_only,100,exec,jpca,4,r2_above_shuffle,-0.014177654612029186
istdp_only,100,exec,jpca,6,r2_skew,0.00548808128084155
istdp_only,100,exec,jpca,6,r2_full,0.011566641710018977
istdp_only,100,exec,jpca,6,omega_rad_per_bin,0.006950150825434772
istdp_only,100,exec,jpca,6,freq_hz,0.11061508591021607
istdp_only,100,exec,jpca,6,direction_consistency,0.75
istdp_only,100,exec,jpca,6,mean_tangling,0.0972006987675917
istdp_only,100,exec,jpca,6,shuffle_r2_mean,0.04311166255172864
istdp_only,100,exec,jpca,6,shuffle_r2_std,0.020025477290259146
istdp_only,100,exec,jpca,6,r2_above_shuffle,-0.03762358127088709
istdp_only,100,exec,jpca,10,r2_skew,0.05758923030026386
istdp_only,100,exec,jpca,10,r2_full,0.06462311378381325
istdp_only,100,exec,jpca,10,omega_rad_per_bin,0.05754614145262507
istdp_only,100,exec,jpca,10,freq_hz,0.9158752868050704
istdp_only,100,exec,jpca,10,direction_consistency,0.875
istdp_only,100,exec,jpca,10,mean_tangling,0.10250137297511021
istdp_only,100,exec,jpca,10,shuffle_r2_mean,0.11312790071803794
istdp_only,100,exec,jpca,10,shuffle_r2_std,0.020590534911295942
istdp_only,100,exec,jpca,10,r2_above_shuffle,-0.05553867041777408
istdp_only,100,prep_vs_exec,orthogonality,6,mean_angle_deg,48.410899731372545
istdp_only,100,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
istdp_only,100,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
istdp_only,100,prep_vs_exec,orthogonality,6,z_vs_null,-69.24017754298245
istdp_only,100,prep,cv_stability,6,fold_subspace_angle_deg,59.05424730188516
istdp_only,100,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
istdp_only,100,exec,cv_stability,6,fold_subspace_angle_deg,52.74563531091297
istdp_only,100,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
seeded,0,prep,pr,,participation_ratio,12.591162131681383
seeded,0,exec,pr,,participation_ratio,9.037790047591372
seeded,0,exec,jpca,4,r2_skew,0.0013640407984580882
seeded,0,exec,jpca,4,r2_full,0.016819868578790365
seeded,0,exec,jpca,4,omega_rad_per_bin,0.001331053689000923
seeded,0,exec,jpca,4,freq_hz,0.021184377412519925
seeded,0,exec,jpca,4,direction_consistency,0.75
seeded,0,exec,jpca,4,mean_tangling,0.08584461767763892
seeded,0,exec,jpca,4,shuffle_r2_mean,0.005403398966526751
seeded,0,exec,jpca,4,shuffle_r2_std,0.0022495579064064934
seeded,0,exec,jpca,4,r2_above_shuffle,-0.004039358168068663
seeded,0,exec,jpca,6,r2_skew,0.0038251475373919375
seeded,0,exec,jpca,6,r2_full,0.01767463416825321
seeded,0,exec,jpca,6,omega_rad_per_bin,0.0038289394511803647
seeded,0,exec,jpca,6,freq_hz,0.060939464045492386
seeded,0,exec,jpca,6,direction_consistency,1.0
seeded,0,exec,jpca,6,mean_tangling,0.08434723829014916
seeded,0,exec,jpca,6,shuffle_r2_mean,0.02218377195981034
seeded,0,exec,jpca,6,shuffle_r2_std,0.01240281304738644
seeded,0,exec,jpca,6,r2_above_shuffle,-0.018358624422418403
seeded,0,exec,jpca,10,r2_skew,0.03818425468184239
seeded,0,exec,jpca,10,r2_full,0.05630674541664615
seeded,0,exec,jpca,10,omega_rad_per_bin,0.0272250424942047
seeded,0,exec,jpca,10,freq_hz,0.43330000888395814
seeded,0,exec,jpca,10,direction_consistency,0.875
seeded,0,exec,jpca,10,mean_tangling,0.06968132283444652
seeded,0,exec,jpca,10,shuffle_r2_mean,0.09112370427449633
seeded,0,exec,jpca,10,shuffle_r2_std,0.032243233350686795
seeded,0,exec,jpca,10,r2_above_shuffle,-0.05293944959265394
seeded,0,prep_vs_exec,orthogonality,6,mean_angle_deg,35.95077302966092
seeded,0,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
seeded,0,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
seeded,0,prep_vs_exec,orthogonality,6,z_vs_null,-92.28858045554188
seeded,0,prep,cv_stability,6,fold_subspace_angle_deg,52.62424583893655
seeded,0,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
seeded,0,exec,cv_stability,6,fold_subspace_angle_deg,45.39763646824386
seeded,0,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
seeded,50,prep,pr,,participation_ratio,23.866011730622514
seeded,50,exec,pr,,participation_ratio,16.645689019275974
seeded,50,exec,jpca,4,r2_skew,0.0006104888413491771
seeded,50,exec,jpca,4,r2_full,0.011551854484342261
seeded,50,exec,jpca,4,omega_rad_per_bin,0.001254718207159313
seeded,50,exec,jpca,4,freq_hz,0.019969460485680542
seeded,50,exec,jpca,4,direction_consistency,0.75
seeded,50,exec,jpca,4,mean_tangling,0.08511618634410646
seeded,50,exec,jpca,4,shuffle_r2_mean,0.008890821589502221
seeded,50,exec,jpca,4,shuffle_r2_std,0.008351201815489076
seeded,50,exec,jpca,4,r2_above_shuffle,-0.008280332748153044
seeded,50,exec,jpca,6,r2_skew,0.009073474926100777
seeded,50,exec,jpca,6,r2_full,0.017831546035775192
seeded,50,exec,jpca,6,omega_rad_per_bin,0.010131257839028025
seeded,50,exec,jpca,6,freq_hz,0.1612439764819824
seeded,50,exec,jpca,6,direction_consistency,0.875
seeded,50,exec,jpca,6,mean_tangling,0.08331293155027998
seeded,50,exec,jpca,6,shuffle_r2_mean,0.03433296869664464
seeded,50,exec,jpca,6,shuffle_r2_std,0.020372581306957144
seeded,50,exec,jpca,6,r2_above_shuffle,-0.025259493770543866
seeded,50,exec,jpca,10,r2_skew,0.05389654296698565
seeded,50,exec,jpca,10,r2_full,0.06237362010897496
seeded,50,exec,jpca,10,omega_rad_per_bin,0.04514973014491427
seeded,50,exec,jpca,10,freq_hz,0.7185802731828261
seeded,50,exec,jpca,10,direction_consistency,0.875
seeded,50,exec,jpca,10,mean_tangling,0.08431126057274525
seeded,50,exec,jpca,10,shuffle_r2_mean,0.10047438570388069
seeded,50,exec,jpca,10,shuffle_r2_std,0.02387278401827667
seeded,50,exec,jpca,10,r2_above_shuffle,-0.04657784273689504
seeded,50,prep_vs_exec,orthogonality,6,mean_angle_deg,44.0983819531958
seeded,50,prep_vs_exec,orthogonality,6,null_mean_deg,85.84262063227922
seeded,50,prep_vs_exec,orthogonality,6,null_std_deg,0.5406069456952225
seeded,50,prep_vs_exec,orthogonality,6,z_vs_null,-77.21735544000491
seeded,50,prep,cv_stability,6,fold_subspace_angle_deg,55.051193683183605
seeded,50,prep,cv_stability,6,random_subspace_angle_deg,85.8921540478946
seeded,50,exec,cv_stability,6,fold_subspace_angle_deg,49.201832252383205
seeded,50,exec,cv_stability,6,random_subspace_angle_deg,85.8921540478946
seeded,100,prep,pr,,participation_ratio,29.035773642111415
seeded,100,exec,pr,,participation_ratio,20.025857064508166
seeded,100,exec,jpca,4,r2_skew,0.001725391635741147
seeded,100,exec,jpca,4,r2_full,0.011623450844832961
seeded,100,exec,jpca,4,omega_rad_per_bin,0.002191341603459578
seeded,100,exec,jpca,4,freq_hz,0.034876284819351185
seeded,100,exec,jpca,4,direction_consistency,0.75
seeded,100,exec,jpca,4,mean_tangling,0.10854031994798709
seeded,100,exec,jpca,4,shuffle_r2_mean,0.010107561713128188
seeded,100,exec,jpca,4,shuffle_r2_std,0.006722571139851249
seeded,100,exec,jpca,4,r2_above_shuffle,-0.00838217007738704
seeded,100,exec,jpca,6,r2_skew,0.010108955420892962
seeded,100,exec,jpca,6,r2_full,0.01711224549707291
seeded,100,exec,jpca,6,omega_rad_per_bin,0.011534848450411136
seeded,100,exec,jpca,6,freq_hz,0.18358281486988215
seeded,100,exec,jpca,6,direction_consistency,0.625
